RegionID,SizeRank,RegionName,RegionType,StateName,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31
102001,0,United States,Country,,193833.0,195333.0,197000.0,198667.0,199633.0,196300.0,192633.0,188000.0,186333.0,182000.0,178333.0,174833.0,173500.0,174333.0,177167.0,180667.0,182167.0,179600.0,177067.0,174400.0,175067.0,175100.0,174100.0,173333.0,171667.0,173333.0,175000.0,180000.0,183333.0,183333.0,180000.0,176667.0,176000.0,174333.0,171833.0,167856.0,166856.0,167689.0,171500.0,174167.0,175500.0,172833.0,169500.0,166833.0,166167.0,164500.0,162467.0,161633.0,164967.0,170300.0,176967.0,181467.0,183500.0,181167.0,178633.0,177967.0,179467.0,179167.0,177467.0,176853.0,180186.0,186386.0,193167.0,199500.0,201667.0,199667.0,196667.0,193965.0,194932.0,193232.0,191933.0,190133.0,192167.0,196260.0,202093.0,206427.0,209100.0,205767.0,202767.0,200667.0,202333.0,202000.0,201234.0,201234.0,204901.0,210000.0,215000.0,218333.0,219000.0,217000.0,213667.0,212333.0,213833.0,213467.0,211133.0,209300.0,212333.0,218000.0,223667.0,226967.0,227967.0,226300.0,225167.0,224833.0,225667.0,224167.0,222833.0,222167.0,225500.0,230167.0,236033.0,239367.0,241033.0,239000.0,237333.0,235967.0,236967.0,236633.0,237000.0,237589.0,241217.0,244883.0,248961.0,250667.0,250967.0,247967.0,245495.0,244195.0,244995.0,245050.0,244050.0,244913.0,248297.0,254297.0,259300.0,262667.0,262750.0,260766.0,259599.0,259516.0,261500.0,260975.0,261808.0,263442.0,267467.0,268633.0,270333.0,275333.0,282597.0,287597.0,290263.0,292667.0,294167.0,292411.0,292241.0,295741.0,304830.0,314000.0,322333.0,327333.0,329967.0,329633.0,329633.0,330666.0,332333.0,331666.0,333667.0,339333.0,351667.0,362000.0
394913,1,"New York, NY",Msa,NY,411667.0,411631.0,413297.0,418297.0,422500.0,420833.0,410167.0,396750.0,386750.0,379507.0,373757.0,368757.0,365000.0,364000.0,365667.0,373167.0,377500.0,379167.0,375000.0,372000.0,367000.0,367000.0,370000.0,369333.0,369333.0,367667.0,373333.0,380000.0,388333.0,,,328330.0,,371333.0,371333.0,368661.0,368661.0,366995.0,371667.0,378667.0,383667.0,385333.0,375133.0,362467.0,352467.0,348500.0,347833.0,347833.0,350667.0,355667.0,365667.0,373333.0,378333.0,376000.0,370167.0,364833.0,358833.0,355167.0,350500.0,348833.0,345417.0,351083.0,360928.0,375478.0,386478.0,386633.0,381667.0,370000.0,363333.0,363333.0,365000.0,363333.0,357667.0,359300.0,367633.0,379967.0,389667.0,389667.0,383000.0,373333.0,370000.0,371667.0,372517.0,370850.0,369183.0,371622.0,381372.0,389705.0,396417.0,395000.0,388333.0,380000.0,376666.0,376666.0,377666.0,375552.0,374666.0,375861.0,383976.0,395529.0,405000.0,404333.0,398667.0,390750.0,387083.0,385417.0,387333.0,386667.0,390000.0,393333.0,405667.0,419000.0,426667.0,425000.0,411667.0,403333.0,398333.0,400000.0,400000.0,399667.0,400667.0,404269.0,412936.0,423602.0,431667.0,431333.0,423000.0,416333.0,410000.0,410000.0,408333.0,407667.0,407317.0,410633.0,420967.0,431317.0,434667.0,432301.0,425634.0,422301.0,420000.0,421667.0,423333.0,424000.0,425667.0,429000.0,438333.0,444667.0,451333.0,454667.0,461667.0,468333.0,472000.0,472000.0,472000.0,473333.0,480000.0,490000.0,505998.0,519331.0,529332.0,535000.0,532333.0,525667.0,518667.0,519083.0,522417.0,526083.0,535000.0,546667.0
753899,2,"Los Angeles-Long Beach-Anaheim, CA",Msa,CA,503333.0,496667.0,491667.0,483333.0,470000.0,455000.0,443500.0,433500.0,428000.0,412833.0,409167.0,401333.0,401333.0,403333.0,411667.0,420000.0,419333.0,417667.0,414333.0,411667.0,405000.0,400000.0,393333.0,393333.0,393333.0,402333.0,402333.0,407000.0,403000.0,404667.0,398333.0,396667.0,391667.0,386667.0,381333.0,381500.0,386500.0,391833.0,395000.0,396667.0,391667.0,386667.0,376667.0,371667.0,363333.0,358000.0,355333.0,360333.0,372333.0,382333.0,389000.0,393083.0,395750.0,397083.0,398000.0,399667.0,406333.0,406333.0,408000.0,414667.0,437333.0,460167.0,475500.0,478167.0,479167.0,476667.0,475333.0,475833.0,479667.0,479000.0,481333.0,484667.0,494667.0,504667.0,511333.0,518000.0,520750.0,519417.0,516083.0,511667.0,509750.0,508083.0,510750.0,516000.0,525500.0,531167.0,538500.0,539833.0,541500.0,535833.0,533333.0,533333.0,539000.0,541417.0,541417.0,542417.0,551667.0,564833.0,574833.0,576500.0,575000.0,571667.0,572667.0,572667.0,573667.0,572667.0,571667.0,579000.0,590500.0,604000.0,610667.0,615833.0,618000.0,619667.0,616333.0,616500.0,616167.0,612833.0,616000.0,622667.0,636000.0,644667.0,651667.0,655000.0,655000.0,650000.0,648333.0,646000.0,641667.0,634000.0,629667.0,634000.0,645000.0,650000.0,655000.0,661667.0,664333.0,664333.0,658500.0,659167.0,662500.0,665000.0,666998.0,673662.0,676995.0,676663.0,676667.0,691333.0,713667.0,730333.0,738333.0,739333.0,737667.0,732500.0,737500.0,752500.0,778333.0,803333.0,820000.0,828000.0,829667.0,829667.0,829083.0,830750.0,839083.0,846667.0,860000.0,875333.0,903667.0,922000.0
394463,3,"Chicago, IL",Msa,IL,250780.0,252113.0,255447.0,258833.0,260833.0,257500.0,250000.0,240917.0,235083.0,228917.0,223333.0,220283.0,221450.0,224450.0,226667.0,229167.0,230833.0,228167.0,222000.0,214000.0,210000.0,208667.0,206667.0,207650.0,207650.0,211317.0,214667.0,218000.0,224000.0,219083.0,214583.0,203250.0,200500.0,196667.0,195000.0,190000.0,188333.0,190000.0,195917.0,200250.0,203250.0,196333.0,187000.0,175333.0,169667.0,164667.0,159167.0,160224.0,166891.0,177724.0,190000.0,197233.0,201550.0,195550.0,185650.0,178000.0,172333.0,170667.0,165667.0,165000.0,172333.0,184500.0,201167.0,212167.0,218333.0,213333.0,205667.0,197000.0,192667.0,188333.0,183667.0,183000.0,189333.0,201667.0,215667.0,222333.0,226667.0,221667.0,213333.0,204167.0,198000.0,194333.0,190833.0,193667.0,202333.0,216000.0,224667.0,229333.0,228250.0,222917.0,216250.0,209667.0,205333.0,200667.0,195667.0,198167.0,209333.0,223167.0,231667.0,233333.0,231602.0,224935.0,218435.0,213000.0,212500.0,211500.0,211500.0,216000.0,224333.0,234333.0,240967.0,243300.0,241633.0,234667.0,227000.0,222000.0,220833.0,220833.0,221500.0,225667.0,232333.0,239333.0,244333.0,246500.0,244435.0,238435.0,232102.0,228167.0,225833.0,225000.0,225000.0,229000.0,235667.0,244000.0,249167.0,251500.0,249833.0,244667.0,239000.0,236333.0,235333.0,232333.0,230000.0,235000.0,246333.0,254333.0,256333.0,257167.0,262500.0,265833.0,268333.0,265667.0,264000.0,259000.0,256666.0,259333.0,267666.0,280250.0,289250.0,292583.0,291667.0,288333.0,285333.0,282833.0,280833.0,277833.0,277000.0,280667.0,293333.0,306433.0
394514,4,"Dallas-Fort Worth, TX",Msa,TX,149833.0,153200.0,155533.0,158333.0,158967.0,155300.0,151633.0,147400.0,145098.0,140624.0,139224.0,139925.0,143067.0,147700.0,152967.0,156967.0,157767.0,154433.0,150767.0,147000.0,145167.0,141500.0,141323.0,142751.0,148418.0,151095.0,154167.0,156500.0,159000.0,156833.0,153000.0,149667.0,150800.0,149967.0,148700.0,145400.0,145733.0,148667.0,152333.0,156333.0,157125.0,155125.0,152125.0,148333.0,149745.0,148245.0,149578.0,150667.0,155800.0,160800.0,164967.0,167667.0,167667.0,166000.0,163333.0,161667.0,161750.0,160999.0,160965.0,162549.0,169300.0,176667.0,182333.0,186300.0,187008.0,184508.0,180508.0,177467.0,177600.0,174300.0,174967.0,176667.0,182663.0,187997.0,193330.0,198000.0,200000.0,196333.0,192967.0,190439.0,193653.0,193020.0,194214.0,196000.0,204167.0,212167.0,218833.0,221333.0,220333.0,214608.0,211134.0,208467.0,210859.0,208833.0,211167.0,214500.0,222333.0,230333.0,237000.0,239833.0,239500.0,235800.0,235633.0,235000.0,237033.0,236367.0,239291.0,242625.0,249958.0,256667.0,261317.0,261317.0,258983.0,254333.0,252667.0,250333.0,253333.0,252333.0,253667.0,255667.0,261667.0,268333.0,273300.0,275967.0,273333.0,266700.0,261700.0,259275.0,260942.0,258272.0,258032.0,259365.0,265702.0,272667.0,277167.0,280167.0,278500.0,274333.0,272333.0,270732.0,273062.0,271728.0,272963.0,273933.0,280099.0,282132.0,285499.0,289967.0,296492.0,298825.0,299192.0,299333.0,300333.0,297663.0,300997.0,307663.0,320000.0,333333.0,344833.0,353833.0,355500.0,354000.0,353333.0,353333.0,357997.0,359663.0,365570.0,374240.0,392806.0,411900.0
394974,5,"Philadelphia, PA",Msa,PA,220581.0,224915.0,229333.0,237333.0,242333.0,239967.0,232300.0,225633.0,220667.0,217500.0,212500.0,209167.0,208333.0,210000.0,216633.0,222733.0,228400.0,225933.0,219833.0,212500.0,210000.0,210000.0,211667.0,210667.0,212333.0,212333.0,218333.0,225982.0,231982.0,233648.0,227667.0,222667.0,219000.0,215667.0,213000.0,208333.0,208333.0,208333.0,216667.0,223333.0,228333.0,222333.0,215667.0,209333.0,208667.0,205333.0,202333.0,196333.0,198000.0,204012.0,216012.0,225012.0,230000.0,226000.0,220000.0,216667.0,216333.0,215000.0,208333.0,204667.0,205500.0,212167.0,223333.0,233333.0,240000.0,235833.0,228333.0,221667.0,220000.0,216667.0,210833.0,207167.0,209167.0,215333.0,224667.0,232667.0,239000.0,235000.0,229667.0,224167.0,222500.0,218917.0,212717.0,209450.0,210700.0,217400.0,227000.0,234667.0,237333.0,234500.0,229167.0,225500.0,220708.0,215292.0,212242.0,210200.0,214283.0,221667.0,233667.0,242167.0,243833.0,239167.0,234000.0,229667.0,230667.0,226667.0,221833.0,216833.0,221667.0,230833.0,242500.0,248333.0,251167.0,244500.0,238500.0,232333.0,232333.0,228333.0,225667.0,224000.0,229000.0,236333.0,243300.0,248300.0,251967.0,249967.0,244717.0,239663.0,237530.0,236110.0,231163.0,231663.0,236667.0,245333.0,253667.0,262000.0,266333.0,261333.0,253000.0,248333.0,250000.0,250000.0,248333.0,248333.0,257418.0,265612.0,271578.0,274161.0,279300.0,283000.0,282333.0,279875.0,278542.0,276542.0,272333.0,268900.0,271567.0,278400.0,288500.0,298500.0,308333.0,309917.0,304917.0,298250.0,293333.0,291667.0,288333.0,286667.0,290000.0,305000.0
394692,6,"Houston, TX",Msa,TX,152600.0,154430.0,157263.0,160697.0,161917.0,161083.0,156150.0,149800.0,143966.0,140616.0,139108.0,140942.0,145002.0,151043.0,157043.0,162530.0,164863.0,162390.0,157527.0,153194.0,151333.0,150000.0,149496.0,149810.0,152476.0,153980.0,156333.0,157667.0,159933.0,158554.0,155721.0,153121.0,154500.0,152333.0,151167.0,150167.0,151500.0,153878.0,155545.0,159178.0,161267.0,159700.0,158067.0,156100.0,157051.0,153384.0,149622.0,149538.0,156872.0,164300.0,168833.0,170133.0,169133.0,165967.0,163708.0,164708.0,166979.0,165104.0,162438.0,163017.0,171517.0,180183.0,186000.0,188300.0,188625.0,186625.0,182325.0,180468.0,180802.0,180802.0,180000.0,178300.0,182300.0,186300.0,193258.0,196925.0,203592.0,203000.0,201333.0,197000.0,200667.0,201500.0,202090.0,200423.0,203257.0,209300.0,215175.0,219842.0,220208.0,216000.0,211333.0,206333.0,208500.0,207167.0,207833.0,206663.0,210997.0,216660.0,221663.0,226663.0,227356.0,224689.0,219689.0,218333.0,220258.0,218592.0,217258.0,217667.0,223333.0,228000.0,231333.0,232333.0,231667.0,229333.0,228333.0,227333.0,226350.0,223542.0,223207.0,224190.0,231298.0,237321.0,241321.0,242188.0,240833.0,236833.0,233179.0,231511.0,234841.0,232995.0,231997.0,232000.0,238330.0,244330.0,248663.0,250333.0,250667.0,247333.0,244000.0,242833.0,245166.0,244697.0,245530.0,244860.0,249935.0,250223.0,254227.0,258955.0,264333.0,265000.0,264000.0,264833.0,267830.0,266163.0,268660.0,274330.0,284995.0,293332.0,300665.0,305333.0,307000.0,303667.0,303015.0,304682.0,309682.0,311665.0,316163.0,321163.0,331165.0,340000.0
395209,7,"Washington, DC",Msa,DC,365000.0,368080.0,374746.0,382746.0,381150.0,368945.0,349279.0,334416.0,328288.0,328269.0,322326.0,317659.0,312678.0,317000.0,322785.0,334118.0,338153.0,335368.0,324035.0,313333.0,310000.0,303016.0,300049.0,297716.0,305367.0,315000.0,323667.0,334000.0,335667.0,337667.0,333083.0,334750.0,334750.0,327165.0,323832.0,320498.0,327000.0,335333.0,343667.0,353300.0,353300.0,350967.0,336833.0,329167.0,324833.0,322333.0,316470.0,316470.0,327955.0,344818.0,357318.0,366500.0,366167.0,358667.0,349333.0,346333.0,348000.0,346667.0,341667.0,344000.0,350953.0,366620.0,379287.0,389667.0,389000.0,380333.0,371333.0,366333.0,368333.0,366633.0,362967.0,358793.0,362493.0,377260.0,388100.0,397767.0,394667.0,385333.0,376000.0,369667.0,375667.0,371667.0,370000.0,368333.0,376667.0,388000.0,392967.0,394600.0,388267.0,383300.0,376667.0,375000.0,374167.0,369000.0,366067.0,361867.0,373700.0,383633.0,393666.0,394333.0,392033.0,386366.0,382366.0,376000.0,381667.0,380000.0,379663.0,372997.0,381297.0,393455.0,405121.0,408488.0,406500.0,398167.0,388875.0,384042.0,389789.0,389080.0,387747.0,387000.0,397526.0,409860.0,416193.0,418967.0,416300.0,409233.0,400933.0,397567.0,401633.0,399300.0,398667.0,398667.0,407667.0,417196.0,422196.0,425529.0,422000.0,415332.0,408673.0,409973.0,416642.0,413655.0,413688.0,417022.0,431667.0,436667.0,438000.0,445000.0,452808.0,456142.0,454142.0,451333.0,451667.0,443333.0,435000.0,436667.0,455000.0,480333.0,495333.0,500333.0,496667.0,488333.0,481333.0,476667.0,478483.0,468817.0,465567.0,473083.0,502417.0,528667.0
394856,8,"Miami-Fort Lauderdale, FL",Msa,FL,266083.0,264317.0,263333.0,264150.0,264983.0,257650.0,248000.0,235983.0,231550.0,221217.0,211567.0,198375.0,190042.0,185042.0,187000.0,193667.0,195333.0,192833.0,186167.0,181833.0,179667.0,175333.0,169667.0,164000.0,160000.0,162667.0,165333.0,170333.0,170667.0,168000.0,166333.0,163333.0,161333.0,156333.0,153000.0,145950.0,145950.0,149283.0,156667.0,160000.0,158333.0,155000.0,151333.0,149667.0,150200.0,148867.0,147867.0,145667.0,147667.0,152000.0,160333.0,166667.0,169683.0,169683.0,168017.0,168667.0,170333.0,172000.0,170833.0,170833.0,175833.0,185000.0,195000.0,203333.0,210000.0,210000.0,206667.0,205000.0,206667.0,206667.0,201667.0,201667.0,204250.0,215417.0,223750.0,234167.0,234667.0,231333.0,228333.0,228667.0,231667.0,230500.0,229167.0,229167.0,230333.0,236050.0,241383.0,248050.0,248333.0,245667.0,240667.0,237333.0,239733.0,241233.0,241233.0,237833.0,238000.0,243000.0,249650.0,255467.0,255967.0,256283.0,255438.0,256605.0,256605.0,254967.0,253300.0,252167.0,256167.0,260500.0,268333.0,272667.0,276667.0,273333.0,268333.0,266667.0,267667.0,269333.0,268332.0,269998.0,273332.0,278333.0,282333.0,285050.0,284383.0,281050.0,280000.0,281000.0,281000.0,278667.0,277333.0,280333.0,282667.0,286000.0,288500.0,295133.0,297133.0,295467.0,295167.0,298167.0,301000.0,301000.0,299000.0,301367.0,306700.0,311700.0,316000.0,319333.0,326000.0,329333.0,331000.0,330000.0,331000.0,332667.0,337333.0,341000.0,346000.0,350667.0,356450.0,362450.0,364783.0,366000.0,366667.0,368333.0,373333.0,378333.0,385000.0,391667.0,400000.0,413333.0
394347,9,"Atlanta, GA",Msa,GA,184900.0,187467.0,190533.0,193100.0,192100.0,185583.0,179517.0,173217.0,169667.0,165667.0,160967.0,158600.0,156100.0,157800.0,161267.0,167100.0,169100.0,165000.0,161000.0,157667.0,158000.0,151650.0,143983.0,138317.0,141650.0,149650.0,153317.0,152534.0,147701.0,144034.0,138800.0,136167.0,137000.0,139033.0,136167.0,130000.0,126500.0,128167.0,133500.0,138761.0,145844.0,146994.0,145567.0,141817.0,139500.0,135500.0,133833.0,137333.0,147333.0,158333.0,166267.0,170267.0,169267.0,165667.0,160000.0,158333.0,160902.0,159902.0,163235.0,167333.0,178300.0,186950.0,193617.0,198650.0,197000.0,191167.0,184467.0,180800.0,184133.0,183500.0,183500.0,183083.0,188750.0,197750.0,203667.0,206667.0,204000.0,198333.0,192855.0,189855.0,191188.0,190589.0,191902.0,192568.0,198981.0,207002.0,213002.0,216333.0,211667.0,206333.0,199667.0,199000.0,202333.0,203000.0,202300.0,201467.0,207800.0,214317.0,218358.0,219175.0,215478.0,210603.0,206087.0,206633.0,210633.0,210667.0,210667.0,211667.0,216667.0,221782.0,225415.0,227748.0,226633.0,223000.0,220667.0,220667.0,225000.0,225333.0,227000.0,228207.0,234541.0,240707.0,245167.0,246144.0,243605.0,242051.0,241238.0,241943.0,241798.0,240967.0,240633.0,242000.0,246342.0,253922.0,259255.0,263580.0,262333.0,260500.0,257800.0,258652.0,260485.0,258518.0,260508.0,263408.0,273074.0,274233.0,274667.0,276402.0,282068.0,287035.0,288426.0,289397.0,289431.0,288305.0,288333.0,294500.0,306167.0,319500.0,330000.0,336667.0,337000.0,334667.0,334667.0,340703.0,346370.0,346370.0,346667.0,350230.0,362230.0,375563.0
